"Symbol","Name","LastSale","MarketCap","ADR TSO","IPOyear","Sector","Industry","Summary Quote",
"HWAY","Healthways, Inc.","23.15","895520131.25","n/a","n/a","Health Care","Hospital/Nursing Management","http://www.nasdaq.com/symbol/hway",
"HTLD","Heartland Express, Inc.","21.7","1807314684.7","n/a","1986","Transportation","Trucking Freight/Courier Services","http://www.nasdaq.com/symbol/htld",
"HTLF","Heartland Financial USA, Inc.","43.25","1127204898.25","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/htlf",
"HTBX","Heat Biologics, Inc.","2.49","59469598.77","n/a","2013","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/htbx",
"HSII","Heidrick & Struggles International, Inc.","21.25","394879697.5","n/a","1999","Technology","Diversified Commercial Services","http://www.nasdaq.com/symbol/hsii",
"HELE","Helen of Troy Limited","89.65","2498968648","n/a","n/a","Consumer Durables","Home Furnishings","http://www.nasdaq.com/symbol/hele",
"HMNY","Helios and Matheson Analytics Inc","5.45","24211090.9","n/a","n/a","Consumer Services","Other Consumer Services","http://www.nasdaq.com/symbol/hmny",
"HMTV","Hemisphere Media Group, Inc.","11.95","506778324.6","n/a","n/a","Consumer Services","Television Services","http://www.nasdaq.com/symbol/hmtv",
"HNNA","Hennessy Advisors, Inc.","35.83","181539825.17","n/a","n/a","Finance","Investment Managers","http://www.nasdaq.com/symbol/hnna",
"HCAC","Hennessy Capital Acquisition Corp. II","9.87","246255364.95","n/a","2015","Finance","Business Services","http://www.nasdaq.com/symbol/hcac",
"HCACU","Hennessy Capital Acquisition Corp. II","10.08","0","n/a","2015","Finance","Business Services","http://www.nasdaq.com/symbol/hcacu",
"HCACW","Hennessy Capital Acquisition Corp. II","0.3","0","n/a","2015","Finance","Business Services","http://www.nasdaq.com/symbol/hcacw",
"HSIC","Henry Schein, Inc.","151.18","12168621972.18","n/a","1995","Health Care","Medical Specialities","http://www.nasdaq.com/symbol/hsic",
"HTBK","Heritage Commerce Corp","12.51","474460977.87","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/htbk",
"HFWA","Heritage Financial Corporation","22.85","684284905.55","n/a","n/a","Finance","Banks","http://www.nasdaq.com/symbol/hfwa",
"HEOP","Heritage Oaks Bancorp","10.39","355921647.86","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/heop",
"HCCI","Heritage-Crystal Clean, Inc.","16.4","367531708","n/a","2008","Basic Industries","Miscellaneous","http://www.nasdaq.com/symbol/hcci",
"MLHR","Herman Miller, Inc.","34.3","2058076797.7","n/a","n/a","Consumer Durables","Office Equipment/Supplies/Services","http://www.nasdaq.com/symbol/mlhr",
"HRTX","Heron Therapeutics, Inc.  ","16","627001504","n/a","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/hrtx",
"HSKA","Heska Corporation","66.32","457475956.88","n/a","1997","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/hska",
"HIBB","Hibbett Sports, Inc.","41.25","906983343.75","n/a","1996","Consumer Services","Other Specialty Stores","http://www.nasdaq.com/symbol/hibb",
"SNLN","Highland/iBoxx Senior Loan ETF","18.53","327947164.22","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/snln",
"HPJ","Highpower International Inc","2.8","42305253.2","n/a","n/a","Miscellaneous","Industrial Machinery/Components","http://www.nasdaq.com/symbol/hpj",
"HIHO","Highway Holdings Limited","3.7","14066933.8","n/a","n/a","Capital Goods","Metal Fabrications","http://www.nasdaq.com/symbol/hiho",
"HIMX","Himax Technologies, Inc.","7.5","809220855","107896114","2006","Technology","Semiconductors","http://www.nasdaq.com/symbol/himx",
"HIFS","Hingham Institution for Savings","168.32","358311200","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/hifs",
"HSGX","Histogenics Corporation","2.04","32498644.32","n/a","2014","Health Care","Industrial Specialties","http://www.nasdaq.com/symbol/hsgx",
"HMNF","HMN Financial, Inc.","16.3257","73284810.2211","n/a","n/a","Finance","Savings Institutions","http://www.nasdaq.com/symbol/hmnf",
"HMSY","HMS Holdings Corp","18.58","1572961637.38","n/a","1992","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/hmsy",
"HOLI","Hollysys Automation Technologies, Ltd.","19.67","1177516992.33","n/a","n/a","Energy","Industrial Machinery/Components","http://www.nasdaq.com/symbol/holi",
"HOLX","Hologic, Inc.","39.06","10867112116.56","n/a","1990","Health Care","Medical Electronics","http://www.nasdaq.com/symbol/holx",
"HBCP","Home Bancorp, Inc.","33.86","247933755.2","n/a","n/a","Finance","Banks","http://www.nasdaq.com/symbol/hbcp",
"HOMB","Home BancShares, Inc.","26.67","3745574511.63","n/a","2006","Finance","Major Banks","http://www.nasdaq.com/symbol/homb",
"HFBL","Home Federal Bancorp, Inc. of Louisiana","24","47186016","n/a","n/a","Finance","Savings Institutions","http://www.nasdaq.com/symbol/hfbl",
"HMST","HomeStreet, Inc.","31.6","784821550","n/a","2012","Finance","Major Banks","http://www.nasdaq.com/symbol/hmst",
"HMTA","HomeTown Bankshares Corporation","8.8999","51298525.2056","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/hmta",
"HTBI","HomeTrust Bancshares, Inc.","24","432018000","n/a","2012","Finance","Savings Institutions","http://www.nasdaq.com/symbol/htbi",
"HMU","HomeUnion Holdings Inc.","n/a","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/hmu",
"CETC","Hongli Clean Energy Technologies Corp.","4.0735","976018.747","n/a","n/a","Basic Industries","Steel/Iron Ore","http://www.nasdaq.com/symbol/cetc",
"HOFT","Hooker Furniture Corporation","26.95","311617729.5","n/a","n/a","Consumer Durables","Home Furnishings","http://www.nasdaq.com/symbol/hoft",
"HOPE","Hope Bancorp, Inc.","20.39","2757439386.71","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/hope",
"HFBC","HopFed Bancorp, Inc.","12.92","86792929.48","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/hfbc",
"HBNC","Horizon Bancorp (IN)","23.94","530799882.48","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/hbnc",
"HZNP","Horizon Pharma plc","21.49","3465421934.31","n/a","2011","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/hznp",
"HRZN","Horizon Technology Finance Corporation","11.16","128938812.12","n/a","2010","n/a","n/a","http://www.nasdaq.com/symbol/hrzn",
"HDP","Hortonworks, Inc.","9.46","574810516.06","n/a","2014","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/hdp",
"HPT","Hospitality Properties Trust","29.19","4795018269.09","n/a","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/hpt",
"HPTRP","Hospitality Properties Trust","25.17","0","n/a","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/hptrp",
"TWNK","Hostess Brands, Inc.","12.8","600000000","n/a","2015","Consumer Non-Durables","Packaged Foods","http://www.nasdaq.com/symbol/twnk",
"TWNKW","Hostess Brands, Inc.","1.82","0","n/a","2015","Consumer Non-Durables","Packaged Foods","http://www.nasdaq.com/symbol/twnkw",
"HMHC","Houghton Mifflin Harcourt Company","11.2","1377691907.2","n/a","2013","Consumer Services","Books","http://www.nasdaq.com/symbol/hmhc",
"HWCC","Houston Wire & Cable Company","5.8","95008083.2","n/a","2006","Consumer Non-Durables","Telecommunications Equipment","http://www.nasdaq.com/symbol/hwcc",
"HOVNP","Hovnanian Enterprises Inc","4.8","24000000","n/a","n/a","Capital Goods","Homebuilding","http://www.nasdaq.com/symbol/hovnp",
"HBMD","Howard Bancorp, Inc.","14.15","98923668.8","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/hbmd",
"HSNI","HSN, Inc.","40.55","2116319787.35","n/a","n/a","Consumer Services","Other Specialty Stores","http://www.nasdaq.com/symbol/hsni",
"HTGM","HTG Molecular Diagnostics, Inc.","2.0099","14200454.0146","n/a","2015","Capital Goods","Biotechnology: Laboratory Analytical Instruments","http://www.nasdaq.com/symbol/htgm",
"HUBG","Hub Group, Inc.","43.5","1472813995.5","n/a","1996","Transportation","Oil Refining/Marketing","http://www.nasdaq.com/symbol/hubg",
"HSON","Hudson Global, Inc.","1.42","45732272.92","n/a","n/a","Technology","Professional Services","http://www.nasdaq.com/symbol/hson",
"HDSN","Hudson Technologies, Inc.","8.18","278471445.52","n/a","n/a","Consumer Durables","Industrial Specialties","http://www.nasdaq.com/symbol/hdsn",
"HUNTU","Hunter Maritime Acquisition Corp.","9.9","0","n/a","2016","Finance","Business Services","http://www.nasdaq.com/symbol/huntu",
"HBAN","Huntington Bancshares Incorporated","12.56","13624871051.12","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/hban",
"HBANN","Huntington Bancshares Incorporated","24.789","0","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/hbann",
"HBANO","Huntington Bancshares Incorporated","26.13","20817485582.01","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/hbano",
"HBANP","Huntington Bancshares Incorporated","1410","0","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/hbanp",
"HURC","Hurco Companies, Inc.","32.2","211653916.6","n/a","n/a","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/hurc",
"HURN","Huron Consulting Group Inc.","51.75","1124213636.25","n/a","2004","Consumer Services","Professional Services","http://www.nasdaq.com/symbol/hurn",
"HCM","Hutchison China MediTech Limited","12.57","102571200","8160000","2016","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/hcm",
"HBP","Huttig Building Products, Inc.","5.77","146940274.04","n/a","n/a","Consumer Services","RETAIL: Building Materials","http://www.nasdaq.com/symbol/hbp",
"HDRA","Hydra Industries Acquisition Corp.","10.1","66504540.8","n/a","2014","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/hdra",
"HDRAR","Hydra Industries Acquisition Corp.","0.645","0","n/a","2014","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/hdrar",
"HDRAU","Hydra Industries Acquisition Corp.","11.71","0","n/a","2014","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/hdrau",
"HDRAW","Hydra Industries Acquisition Corp.","0.68","0","n/a","2014","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/hdraw",
"HYGS","Hydrogenics Corporation","5.3","66488288","n/a","n/a","Basic Industries","Major Chemicals","http://www.nasdaq.com/symbol/hygs",
"IDSY","I.D. Systems, Inc.","4.91","67529685","n/a","1999","Consumer Durables","Telecommunications Equipment","http://www.nasdaq.com/symbol/idsy",
"IAC","IAC/InterActiveCorp","68.16","5404399992.96","n/a","n/a","Consumer Services","Other Specialty Stores","http://www.nasdaq.com/symbol/iac",
"IKGH","Iao Kun Group Holding Company Limited","0.2","12490754.8","n/a","n/a","Consumer Services","Services-Misc. Amusement & Recreation","http://www.nasdaq.com/symbol/ikgh",
"IBKC","IBERIABANK Corporation","81.95","3366044457.6","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/ibkc",
"IBKCO","IBERIABANK Corporation","25.8","0","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/ibkco",
"IBKCP","IBERIABANK Corporation","25.97","0","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/ibkcp",
"ICAD","icad inc.","3.63","58249390.32","n/a","n/a","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/icad",
"IEP","Icahn Enterprises L.P.","58.5","8289076594.5","n/a","n/a","Capital Goods","Auto Parts:O.E.M.","http://www.nasdaq.com/symbol/iep",
"ICFI","ICF International, Inc.","54.55","1034137570.95","n/a","2006","Consumer Services","Professional Services","http://www.nasdaq.com/symbol/icfi",
"ICLR","ICON plc","76.49","4270261767.37","n/a","1998","Health Care","Biotechnology: Commercial Physical & Biological Resarch","http://www.nasdaq.com/symbol/iclr",
"ICON","Iconix Brand Group, Inc.","9.69","543886725.09","n/a","n/a","Consumer Non-Durables","Shoe Manufacturing","http://www.nasdaq.com/symbol/icon",
"ICUI","ICU Medical, Inc.","149.45","2440564978.95","n/a","1992","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/icui",
"IPWR","Ideal Power Inc.","4.36","41671776.92","n/a","2013","Energy","Industrial Machinery/Components","http://www.nasdaq.com/symbol/ipwr",
"INVE","Identiv, Inc.","2.7","29932607.7","n/a","n/a","Technology","Computer peripheral equipment","http://www.nasdaq.com/symbol/inve",
"IDRA","Idera Pharmaceuticals, Inc.","1.83","270205209.6","n/a","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/idra",
"IDXX","IDEXX Laboratories, Inc.","120.27","10783192796.43","n/a","1991","Health Care","Biotechnology: In Vitro & In Vivo Diagnostic Substances","http://www.nasdaq.com/symbol/idxx",
"IESC","IES Holdings, Inc.","19.65","421522741.35","n/a","n/a","Capital Goods","Engineering & Construction","http://www.nasdaq.com/symbol/iesc",
"IROQ","IF Bancorp, Inc.","19.35","76440394.8","n/a","2011","Finance","Savings Institutions","http://www.nasdaq.com/symbol/iroq",
"IRG","Ignite Restaurant Group, Inc.","0.315","8280411.3","n/a","2012","Consumer Services","Restaurants","http://www.nasdaq.com/symbol/irg",
"RXDX","Ignyta, Inc.","6.75","281156825.25","n/a","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/rxdx",
"INFO","IHS Markit Ltd.","35.47","14966452854.12","n/a","1996","Technology","Computer Software: Programming, Data Processing","http://www.nasdaq.com/symbol/info",
"IIVI","II-VI Incorporated","31.4","1955565812.4","n/a","1987","Capital Goods","Electronic Components","http://www.nasdaq.com/symbol/iivi",
"KANG","iKang Healthcare Group, Inc.","16.1","728656021.8","45258138","2014","Health Care","Medical/Nursing Services","http://www.nasdaq.com/symbol/kang",
"IKNX","Ikonics Corporation","12","24225036","n/a","n/a","Miscellaneous","Industrial Machinery/Components","http://www.nasdaq.com/symbol/iknx",
"ILG","ILG, Inc","18.4","2456809768","n/a","n/a","Finance","Real Estate","http://www.nasdaq.com/symbol/ilg",
"ILMN","Illumina, Inc.","135.19","19859411000","n/a","2000","Capital Goods","Biotechnology: Laboratory Analytical Instruments","http://www.nasdaq.com/symbol/ilmn",
"ISNS","Image Sensing Systems, Inc.","3.55","17995546.4","n/a","1995","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/isns",
"IMMR","Immersion Corporation","10.71","308816552.52","n/a","1999","Technology","Computer peripheral equipment","http://www.nasdaq.com/symbol/immr",
"ICCC","ImmuCell Corporation","5.35","25933536.5","n/a","1987","Health Care","Biotechnology: In Vitro & In Vivo Diagnostic Substances","http://www.nasdaq.com/symbol/iccc",
"IMDZ","Immune Design Corp.","8","203273416","n/a","2014","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/imdz",
"IMNP          ","Immune Pharmaceuticals Inc.","0.161","21137909.282","n/a","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/imnp",
"IMGN","ImmunoGen, Inc.","1.94","169364601.54","n/a","1989","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/imgn",
"IMMU","Immunomedics, Inc.","3.47","367621706.85","n/a","n/a","Health Care","Biotechnology: In Vitro & In Vivo Diagnostic Substances","http://www.nasdaq.com/symbol/immu",
"IPXL","Impax Laboratories, Inc.","15.1","1115573156.7","n/a","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/ipxl",
"PI","Impinj, Inc.","28.6","537219740.2","n/a","2016","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/pi",
"IMMY","Imprimis Pharmaceuticals, Inc.","2.61","34592407.56","n/a","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/immy",
"INCR","INC Research Holdings, Inc.","51.4","2755895604.4","n/a","2014","Health Care","Biotechnology: Commercial Physical & Biological Resarch","http://www.nasdaq.com/symbol/incr",
"INCY","Incyte Corporation","107.73","20294731778.58","n/a","n/a","Health Care","Biotechnology: Commercial Physical & Biological Resarch","http://www.nasdaq.com/symbol/incy",
"INDB","Independent Bank Corp.","66.25","1788828506.25","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/indb",
"IBCP","Independent Bank Corporation","18.7","397291523.2","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/ibcp",
"IBTX","Independent Bank Group, Inc","60.2","1111867632.4","n/a","2013","Finance","Major Banks","http://www.nasdaq.com/symbol/ibtx",
"IDSA","Industrial Services of America, Inc.","2.51","20248895.39","n/a","n/a","Consumer Durables","Industrial Specialties","http://www.nasdaq.com/symbol/idsa",
"INFN","Infinera Corporation","8.57","1238993300.98","n/a","2007","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/infn",
"INFI","Infinity Pharmaceuticals, Inc.","1.23","61167554.37","n/a","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/infi",
"IPCC","Infinity Property and Casualty Corporation","87.6","968439462","n/a","2003","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/ipcc",
"III","Information Services Group, Inc.","3.89","139218723.75","n/a","n/a","Consumer Services","Professional Services","http://www.nasdaq.com/symbol/iii",
"IFON","InfoSonics Corp","0.47","6762702.16","n/a","n/a","Consumer Non-Durables","Electronic Components","http://www.nasdaq.com/symbol/ifon",
"IMKTA","Ingles Markets, Incorporated","47.45","961326371.2","n/a","1987","Consumer Services","Food Chains","http://www.nasdaq.com/symbol/imkta",
"INWK","InnerWorkings, Inc.","9.89","542570651.59","n/a","2006","Consumer Durables","Containers/Packaging","http://www.nasdaq.com/symbol/inwk",
"INNL","Innocoll Holdings","3.03","1193199992.31","n/a","2014","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/innl",
"INOD","Innodata Inc.","2.25","57653622","n/a","1993","Technology","EDP Services","http://www.nasdaq.com/symbol/inod",
"IPHS","Innophos Holdings, Inc.","53.46","1038672094.68","n/a","2006","Consumer Durables","Specialty Chemicals","http://www.nasdaq.com/symbol/iphs",
"IOSP","Innospec Inc.","66.6","1597248153","n/a","n/a","Basic Industries","Major Chemicals","http://www.nasdaq.com/symbol/iosp",
"ISSC","Innovative Solutions and Support, Inc.","3.29","55630113.21","n/a","2000","Technology","EDP Services","http://www.nasdaq.com/symbol/issc",
"INVA","Innoviva, Inc.","11.02","1198220050.04","n/a","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/inva",
"INGN","Inogen, Inc","66.86","1354630067.7","n/a","2014","Health Care","Industrial Specialties","http://www.nasdaq.com/symbol/ingn",
"ITEK","Inotek Pharmaceuticals Corporation","6","161584380","n/a","2015","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/itek",
"INOV","Inovalon Holdings, Inc.","15.95","2345077252.65","n/a","2015","Technology","EDP Services","http://www.nasdaq.com/symbol/inov",
"INO","Inovio Pharmaceuticals, Inc.","7.68","568784870.4","n/a","n/a","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/ino",
"INSG","Inseego Corp.","2.56","138126993.92","n/a","n/a","Consumer Durables","Telecommunications Equipment","http://www.nasdaq.com/symbol/insg",
"NSIT","Insight Enterprises, Inc.","34.42","1221144292.68","n/a","1995","Consumer Services","Catalog/Specialty Distribution","http://www.nasdaq.com/symbol/nsit",
"ISIG","Insignia Systems, Inc.","1.97","23103771.91","n/a","1991","Consumer Services","Advertising","http://www.nasdaq.com/symbol/isig",
"INSM","Insmed, Inc.","15.22","941781714.1","n/a","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/insm",
"IIIN","Insteel Industries, Inc.","42.51","806654498.91","n/a","n/a","Capital Goods","Steel/Iron Ore","http://www.nasdaq.com/symbol/iiin",
"PODD","Insulet Corporation","36.45","2093180324.4","n/a","2007","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/podd",
"INSY","Insys Therapeutics, Inc.","13.2","947366217.6","n/a","2013","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/insy",
"NTEC","Intec Pharma Ltd.","5.5","62965050.5","n/a","2015","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/ntec",
"IART","Integra LifeSciences Holdings Corporation","83.44","3119485253.36","n/a","n/a","Capital Goods","Biotechnology: Laboratory Analytical Instruments","http://www.nasdaq.com/symbol/iart",
"IDTI","Integrated Device Technology, Inc.","25.63","3435454811.25","n/a","1984","Technology","Semiconductors","http://www.nasdaq.com/symbol/idti",
"INTC","Intel Corporation","35.44","167950160000","n/a","n/a","Technology","Semiconductors","http://www.nasdaq.com/symbol/intc",
"IQNT","Inteliquent, Inc.","22.97","781600350.79","n/a","n/a","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/iqnt",
"NTLA","Intellia Therapeutics, Inc.","17.25","620919459.75","n/a","2016","Health Care","Biotechnology: In Vitro & In Vivo Diagnostic Substances","http://www.nasdaq.com/symbol/ntla",
"IPCI","Intellipharmaceutics International Inc.","3.15","92474033.4","n/a","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/ipci",
"IPAR","Inter Parfums, Inc.","34.65","1077809213.25","n/a","n/a","Consumer Non-Durables","Package Goods/Cosmetics","http://www.nasdaq.com/symbol/ipar",
"IBKR","Interactive Brokers Group, Inc.","37.76","15459977377.92","n/a","n/a","Finance","Investment Bankers/Brokers/Service","http://www.nasdaq.com/symbol/ibkr",
"ININ","Interactive Intelligence Group, Inc.","60.5","1352091207.5","n/a","1999","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/inin",
"ICPT","Intercept Pharmaceuticals, Inc.","115.84","2873848727.68","n/a","2012","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/icpt",
"IDCC","InterDigital, Inc.","80.9","2773524552.1","n/a","n/a","Miscellaneous","Multi-Sector Companies","http://www.nasdaq.com/symbol/idcc",
"TILE","Interface, Inc.","18.1","1172715507.2","n/a","n/a","Consumer Durables","Home Furnishings","http://www.nasdaq.com/symbol/tile",
"LINK","Interlink Electronics, Inc.","8.6","63021273","n/a","n/a","Technology","Computer peripheral equipment","http://www.nasdaq.com/symbol/link",
"IMI","Intermolecular, Inc.","1.04","51512269.12","n/a","2011","Technology","Semiconductors","http://www.nasdaq.com/symbol/imi",
"INAP","Internap Corporation","1.13","65817889.6","n/a","1999","Technology","Computer Software: Programming, Data Processing","http://www.nasdaq.com/symbol/inap",
"IBOC","International Bancshares Corporation","39.1","2579186144","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/iboc",
"ISCA","International Speedway Corporation","37.85","1727452047","n/a","1996","Consumer Services","Services-Misc. Amusement & Recreation","http://www.nasdaq.com/symbol/isca",
"IGLD","Internet Gold Golden Lines Ltd.","11.9459","229399339.6374","n/a","1999","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/igld",
"IIJI","Internet Initiative Japan, Inc.","7.08","13650480.72","1928034","n/a","Technology","Computer Software: Programming, Data Processing","http://www.nasdaq.com/symbol/iiji",
"IDXG","Interpace Diagnostics Group, Inc.","0.2819","5120056.9549","n/a","n/a","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/idxg",
"XENT","Intersect ENT, Inc.","11.25","321355833.75","n/a","2014","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/xent",
"INTX","Intersections, Inc.","2.19","51957082.05","n/a","2004","Technology","EDP Services","http://www.nasdaq.com/symbol/intx",
"ISIL","Intersil Corporation","22.19","3037365424.8","n/a","2000","Technology","Semiconductors","http://www.nasdaq.com/symbol/isil",
"IVAC","Intevac, Inc.","6.5","136046937","n/a","1995","Technology","Industrial Machinery/Components","http://www.nasdaq.com/symbol/ivac",
"INTL","INTL FCStone Inc.","41.35","761418817.3","n/a","n/a","Finance","Investment Bankers/Brokers/Service","http://www.nasdaq.com/symbol/intl",
"ITCI","Intra-Cellular Therapies Inc.","13.66","591044199.38","n/a","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/itci",
"IIN","IntriCon Corporation","6.05","41149922","n/a","n/a","Capital Goods","Electrical Products","http://www.nasdaq.com/symbol/iin",
"INTU","Intuit Inc.","116.07","29791527884.1","n/a","1993","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/intu",
"ISRG","Intuitive Surgical, Inc.","656.51","25437800191.61","n/a","2000","Health Care","Industrial Specialties","http://www.nasdaq.com/symbol/isrg",
"INVT","Inventergy Global, Inc.","0.64","7380630.4","n/a","n/a","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/invt",
"SNAK","Inventure Foods, Inc.","8.75","172128547.5","n/a","1996","Consumer Non-Durables","Packaged Foods","http://www.nasdaq.com/symbol/snak",
"ISTR","Investar Holding Corporation","18","128073348","n/a","2014","Finance","Major Banks","http://www.nasdaq.com/symbol/istr",
"ISBC","Investors Bancorp, Inc.","14.1","4361048995.5","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/isbc",
"ITIC","Investors Title Company","130","244956790","n/a","n/a","Finance","Specialty Insurers","http://www.nasdaq.com/symbol/itic",
"NVIV","InVivo Therapeutics Holdings Corp.","5.15","164970964.55","n/a","n/a","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/nviv",
"IVTY","Invuity, Inc.","6.9","116819594.4","n/a","2015","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/ivty",
"IONS","Ionis Pharmaceuticals, Inc.","46.01","5576548511.67","n/a","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/ions",
"IPAS","iPass Inc.","1.64","108664400.84","n/a","2003","Technology","EDP Services","http://www.nasdaq.com/symbol/ipas",
"DTYS","iPath US Treasury 10-year Bear ETN","19.59","60488415.21","n/a","n/a","Finance","Commercial Banks","http://www.nasdaq.com/symbol/dtys",
"DTYL","iPath US Treasury 10-year Bull ETN","81.8","5627267.4","n/a","n/a","Finance","Commercial Banks","http://www.nasdaq.com/symbol/dtyl",
"DTUS","iPath US Treasury 2-year Bear ETN","32.07","7967663.22","n/a","n/a","Finance","Commercial Banks","http://www.nasdaq.com/symbol/dtus",
"DTUL","iPath US Treasury 2-year Bull ETN","63.765","3757862.745","n/a","n/a","Finance","Commercial Banks","http://www.nasdaq.com/symbol/dtul",
"DFVS","iPath US Treasury 5-year Bear Exchange Traded Note","29.94","2149692","n/a","n/a","Finance","Commercial Banks","http://www.nasdaq.com/symbol/dfvs",
"DFVL","iPath US Treasury 5-year Bull ETN","69.64","4902656","n/a","n/a","Finance","Commercial Banks","http://www.nasdaq.com/symbol/dfvl",
"FLAT","iPath US Treasury Flattener ETN","59.6","3320435.2","n/a","n/a","Finance","Commercial Banks","http://www.nasdaq.com/symbol/flat",
"DLBS","iPath US Treasury Long Bond Bear ETN","19.49","21371720.52","n/a","n/a","Finance","Commercial Banks","http://www.nasdaq.com/symbol/dlbs",
"STPP","iPath US Treasury Steepener ETN","34.52","5623998.4","n/a","n/a","Finance","Commercial Banks","http://www.nasdaq.com/symbol/stpp",
"IPGP","IPG Photonics Corporation","97.42","5173717257.64","n/a","2006","Technology","Semiconductors","http://www.nasdaq.com/symbol/ipgp",
"IRMD","iRadimed Corporation","11.35","121580916.25","n/a","2014","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/irmd",
"IRTC","iRhythm Technologies, Inc.","29.33","619540874.96","n/a","2016","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/irtc",
